stateabb,ccode,year,irst,milex,milper,pec,tpop,upop,cinc,version
CUB,40,2002,268,1152000,46,13564.22,11184,4495,0.0014047,4
CUB,40,2003,210,1192000,46,14384.76,11215,4519,0.0013326,4
CUB,40,2004,192,1267000,48,13318.8,11236,4471,0.0013444,4
CUB,40,2005,245,1444000,49,11542.54,11243,4422,0.001366,4
CUB,40,2006,257,1668000,49,12297.47,11241,4415,0.0013709,4
CUB,40,2007,268,-9,49,12211.49,11238,4408,0.0013522,4
HAI,41,1859,0,-9,30,0,465,0,0.0021029,4
HAI,41,1860,0,-9,16,0,476,0,0.0008372,4
HAI,41,1861,0,-9,4,0,487,0,0.0002979,4
HAI,41,1862,0,-9,4,0,499,0,0.0002964,4
HAI,41,1863,0,163,4,0,511,0,0.0003472,4
HAI,41,1864,0,-9,4,0,524,0,0.0002752,4
HAI,41,1865,0,-9,4,0,537,0,0.0002885,4
HAI,41,1866,0,-9,4,0,550,0,0.000328,4
HAI,41,1867,0,-9,4,0,564,0,0.0003295,4
HAI,41,1868,0,-9,4,0,578,0,0.0003382,4
HAI,41,1869,0,-9,4,0,592,0,0.0003456,4
HAI,41,1870,0,-9,4,0,607,0,0.000351,4
HAI,41,1871,0,-9,4,0,622,0,0.0003015,4
HAI,41,1872,0,-9,4,0,637,0,0.0003498,4
HAI,41,1873,0,-9,4,0,653,0,0.0003481,4
HAI,41,1874,0,-9,4,0,669,0,0.0003567,4
HAI,41,1875,0,-9,4,0,686,0,0.0003549,4
HAI,41,1876,0,166,4,0,703,0,0.0004402,4
HAI,41,1877,0,166,4,0,720,0,0.0004251,4
HAI,41,1878,0,-9,7,0,738,0,0.0004562,4
HAI,41,1879,0,-9,7,0,756,0,0.0004978,4
HAI,41,1880,0,-9,7,0,775,0,0.0004981,4
HAI,41,1881,0,208,7,0,794,0,0.0006048,4
HAI,41,1882,0,242,7,0,814,0,0.0006321,4
HAI,41,1883,0,244,7,0,834,0,0.0006626,4
HAI,41,1884,0,-9,5,0,855,0,0.000419,4
HAI,41,1885,0,219,7,0,876,0,0.0006197,4
HAI,41,1886,0,219,7,0,898,0,0.0006224,4
HAI,41,1887,0,-9,7,0,920,0,0.0005038,4
HAI,41,1888,0,-9,7,0,943,0,0.0004972,4
HAI,41,1889,0,-9,5,0,966,0,0.000412,4
HAI,41,1890,0,-9,5,0,990,0,0.0004133,4
HAI,41,1891,0,267,5,0,1014,0,0.0005583,4
HAI,41,1892,0,331,5,0,1039,0,0.0006087,4
HAI,41,1893,0,331,5,0,1065,0,0.0006017,4
HAI,41,1894,0,-9,5,0,1092,0,0.0004168,4
HAI,41,1895,0,-9,7,0,1119,0,0.0004944,4
HAI,41,1896,0,374,5,0,1146,0,0.0006226,4
HAI,41,1897,0,265,7,0,1175,0,0.0005775,4
HAI,41,1898,0,349,7,0,1204,0,0.0005881,4
HAI,41,1899,0,279,7,0,1233,0,0.000559,4
HAI,41,1900,0,275,7,0,1250,0,0.0005157,4
HAI,41,1901,0,281,7,0,1290,0,0.0005264,4
HAI,41,1902,0,281,7,0,1340,0,0.0005341,4
HAI,41,1903,0,277,7,0,1380,0,0.0005427,4
HAI,41,1904,0,282,7,0,1430,0,0.0005348,4
HAI,41,1905,0,305,7,0,1470,0,0.0004773,4
HAI,41,1906,0,383,7,0,1510,0,0.0005689,4
HAI,41,1907,0,325,7,0,1560,0,0.0005654,4
HAI,41,1908,0,-9,7,0,1560,0,0.000496,4
HAI,41,1909,0,-9,12,0,1640,0,0.0006574,4
HAI,41,1910,0,-9,12,0,1730,0,0.0006696,4
HAI,41,1911,0,-9,12,0,1770,0,0.0006689,4
HAI,41,1912,0,630,12,0,1820,100,0.0009567,4
HAI,41,1913,0,695,12,0,1860,101,0.0009062,4
HAI,41,1914,0,533,6,0,1910,102,0.0005796,4
HAI,41,1915,0,789,6,0,1950,104,0.0004732,4
HAI,41,1934,0,1340,3,0,1990,114,0.0004289,4
HAI,41,1935,0,1360,3,0,2040,115,0.0004072,4
HAI,41,1936,0,1360,3,0,2080,116,0.0004084,4
HAI,41,1937,0,1500,3,0,2120,118,0.0004027,4
HAI,41,1938,0,1760,3,0,2150,119,0.0004015,4
HAI,41,1939,0,1760,3,0,2790,120,0.000445,4
HAI,41,1940,0,-9,-9,0,2830,120,0.000599,4
HAI,41,1941,0,1509,-9,0,2880,121,0.0005043,4
HAI,41,1942,0,1509,5,0,2940,122,0.0004545,4
HAI,41,1943,0,-9,5,0,2980,124,0.0005445,4
HAI,41,1944,0,-9,5,0,3030,125,0.0005249,4
HAI,41,1945,0,-9,5,0,3090,127,0.0005089,4
HAI,41,1946,0,1940,5,0,3140,128,0.0005155,4
HAI,41,1947,0,2300,4,0,3200,129,0.0004266,4
HAI,41,1948,0,2740,3,0,3233,131,0.0004093,4
HAI,41,1949,0,3120,3,0,3293,133,0.0003886,4
HAI,41,1950,0,3540,3,1,3097,134,0.000366,4
HAI,41,1951,0,3960,3,2,3149,136,0.0003586,4
HAI,41,1952,0,4580,3,2,3200,139,0.0003405,4
HAI,41,1953,0,5260,4,2,3251,143,0.0003472,4
HAI,41,1954,0,5140,4,3,3302,149,0.0003419,4
HAI,41,1955,0,5180,5,3,3354,160,0.0003433,4
HAI,41,1956,0,5440,5,3,3407,172,0.0003448,4
HAI,41,1957,0,5940,4,4,3460,184,0.0003381,4
HAI,41,1958,0,7000,4,6,3514,198,0.0003409,4
HAI,41,1959,0,6880,6,7,3568,218,0.0003608,4
HAI,41,1960,0,6560,6,7,3804,240,0.000364,4
HAI,41,1961,0,6340,5,10,3872,255,0.0003556,4
HAI,41,1962,0,6320,5,12,3940,269,0.0003506,4
HAI,41,1963,0,6700,16,12,4008,284,0.0004364,4
HAI,41,1964,0,7760,15,12,4075,298,0.0004262,4
HAI,41,1965,0,7360,15,12,4143,313,0.000431,4
HAI,41,1966,0,7080,10,12,4219,328,0.0003834,4
HAI,41,1967,0,7160,13,13,4294,342,0.0004018,4
HAI,41,1968,0,7160,12,53,4370,357,0.000393,4
HAI,41,1969,0,7160,12,51,4445,371,0.0003912,4
HAI,41,1970,0,7160,12,1162.072,4520,386,0.0004091,4
HAI,41,1971,0,7320,12,1183.176,4600,458,0.0004272,4
HAI,41,1972,0,7280,12,1213.965,4680,462,0.0004169,4
HAI,41,1973,0,7980,12,1196.454,4760,466,0.0004115,4
HAI,41,1974,0,8460,6,1257.79,4840,470,0.000367,4
HAI,41,1975,0,10180,6,1281.354,4920,474,0.000364,4
HAI,41,1976,0,11160,6,1304.349,5007,478,0.0003606,4
HAI,41,1977,0,12280,7,1317.265,5093,481,0.0003647,4
HAI,41,1978,0,13000,7,1350.53,5180,485,0.0003612,4
HAI,41,1979,0,13600,7,1349.615,5266,489,0.0003574,4
HAI,41,1980,0,15000,7,1413.235,5353,493,0.0003565,4
HAI,41,1981,0,24000,8,1424.92,5455,485,0.0003599,4
HAI,41,1982,0,26000,8,1489.825,5558,477,0.0003575,4
HAI,41,1983,0,28000,8,1525.77,5660,469,0.0003542,4
HAI,41,1984,0,30000,6,1554.77,5762,461,0.0003321,4
HAI,41,1985,0,30540,6,1592.239,5865,565,0.0003464,4
HAI,41,1986,0,-9,8,1571.913,5989,670,0.0004369,4
HAI,41,1987,0,42000,8,1597.496,6113,774,0.0003843,4
HAI,41,1988,0,35000,8,1639.01,6238,878,0.0003945,4
HAI,41,1989,0,45000,9,1650.556,6362,983,0.0004175,4
HAI,41,1990,0,16900,8,631.2256,6486,1086,0.000402,4
HAI,41,1991,0,29400,8,645.9677,6625,1140,0.0004223,4
HAI,41,1992,0,55000,8,663.1716,6764,1193,0.0004358,4
HAI,41,1993,0,-9,8,643.4487,6903,1247,0.0005075,4
HAI,41,1994,0,-9,0,649.1893,7041,1300,0.0004392,4
HAI,41,1995,0,59000,0,690.174,7180,1354,0.0003776,4
HAI,41,1996,0,102000,0,715.515,7336,1517,0.0003955,4
HAI,41,1997,0,46000,0,723.0303,7492,1569,0.0003829,4
HAI,41,1998,0,49000,0,729.7712,7952,1622,0.0003931,4
HAI,41,1999,0,50000,0,748.9739,8087,1677,0.0003927,4
HAI,41,2000,0,43000,-9,718.2266,8222,1777,0.0004734,4
HAI,41,2001,0,40000,3,820.0637,8132,1883,0.0004202,4
HAI,41,2002,0,32000,-9,813.7001,8954,1996,0.0005016,4
HAI,41,2003,0,22000,-9,809.6684,9105,2115,0.0004894,4
HAI,41,2004,0,-9,-9,814.0631,9257,2241,0.0006359,4
HAI,41,2005,0,-9,0,819.8079,9410,2351,0.0005147,4
HAI,41,2006,0,-9,0,827.1465,9564,2467,0.0005212,4
HAI,41,2007,0,-9,1,800.1665,9720,2588,0.0005418,4
DOM,42,1894,0,-9,1,0,504,0,0.0001393,4
DOM,42,1895,0,-9,1,0,523,0,0.0001412,4
DOM,42,1896,0,-9,1,0,540,0,0.000144,4
DOM,42,1897,0,-9,1,0,556,0,0.0001444,4
DOM,42,1898,0,-9,1,0,571,0,0.0001429,4
DOM,42,1899,0,-9,1,0,585,0,0.0001467,4
DOM,42,1900,0,-9,1,0,600,0,0.0001458,4
DOM,42,1901,0,-9,1,0,610,0,0.0001465,4
DOM,42,1902,0,-9,1,0,630,0,0.0001475,4
DOM,42,1903,0,87,1,0,640,0,0.0001669,4
DOM,42,1904,0,48,1,0,660,0,0.0001469,4
DOM,42,1905,0,74,1,0,670,0,0.0001452,4
DOM,42,1906,0,-9,1,0,680,0,0.0001529,4
DOM,42,1907,0,-9,1,0,700,0,0.0001561,4
DOM,42,1908,0,121,1,0,710,0,0.0001807,4
DOM,42,1909,0,146,1,0,730,0,0.0001885,4
DOM,42,1910,0,106,1,0,740,0,0.0001723,4
DOM,42,1911,0,-9,1,0,750,0,0.0001563,4
DOM,42,1912,0,-9,1,0,770,0,0.0001601,4
DOM,42,1913,0,237,1,0,780,0,0.0001984,4
DOM,42,1914,0,-9,1,0,800,0,0.0001597,4
DOM,42,1915,0,-9,1,0,810,0,0.0001387,4
DOM,42,1916,0,-9,1,0,820,0,0.0001398,4
DOM,42,1924,0,1081,2,0,1011,0,0.0002323,4
DOM,42,1925,0,964,2,0,1050,0,0.0002228,4
DOM,42,1926,0,860,2,0,1090,0,0.0002221,4
DOM,42,1927,0,1500,3,0,1130,0,0.0002699,4
DOM,42,1928,0,1600,2,0,1170,0,0.0002449,4
DOM,42,1929,0,1500,2,0,1210,0,0.0002428,4
DOM,42,1930,0,1100,2,0,1260,0,0.0002331,4
DOM,42,1931,0,1100,2,0,1300,0,0.0002369,4
DOM,42,1932,0,1100,2,0,1350,0,0.0002487,4
DOM,42,1933,0,1100,2,0,1390,0,0.000245,4
DOM,42,1934,0,1200,3,0,1440,0,0.0002629,4
DOM,42,1935,0,1000,3,0,1480,0,0.0002408,4
DOM,42,1936,0,1800,3,0,1520,0,0.0002571,4
DOM,42,1937,0,2000,3,0,1560,0,0.0002543,4
DOM,42,1938,0,1900,3,0,1600,0,0.0002525,4
DOM,42,1939,0,1900,2,0,1630,0,0.0002156,4
DOM,42,1940,0,-9,3,0,1760,107,0.0003542,4
DOM,42,1941,0,-9,3,0,1800,117,0.0003749,4
DOM,42,1942,0,2113,4,0,1840,128,0.000331,4
DOM,42,1943,0,2355,4,0,1890,139,0.0003409,4
DOM,42,1944,0,3141,4,0,1930,152,0.0003378,4
DOM,42,1945,0,3574,4,4,1980,166,0.0003382,4
DOM,42,1946,0,3856,7,5,2030,169,0.0004509,4
DOM,42,1947,0,5500,10,6,2080,172,0.0004416,4
DOM,42,1948,0,-9,15,7,2130,175,0.0005684,4
DOM,42,1949,0,-9,15,9,2190,178,0.0005328,4
DOM,42,1950,0,17649,15,10,2240,182,0.000497,4
DOM,42,1951,0,-9,15,12,2310,195,0.0005092,4
DOM,42,1952,0,-9,16,14,2297,208,0.0004895,4
DOM,42,1953,0,25178,16,21,2379,223,0.0004563,4
DOM,42,1954,0,22369,16,23,2464,239,0.000454,4
DOM,42,1955,0,30372,9,24,2554,256,0.0004113,4
DOM,42,1956,0,-9,9,29,2644,275,0.0004385,4
DOM,42,1957,0,-9,18,32,2740,295,0.0005362,4
DOM,42,1958,0,34500,18,35,2839,311,0.0005074,4
DOM,42,1959,0,42600,18,39,2941,328,0.0005215,4
DOM,42,1960,0,33400,18,43,3231,346,0.000511,4
DOM,42,1961,0,31600,19,46,3341,367,0.0005211,4
DOM,42,1962,0,33100,19,54,3453,401,0.000517,4
DOM,42,1963,0,34000,20,56,3569,439,0.0005261,4
DOM,42,1964,0,37000,19,65,3687,481,0.0005269,4
DOM,42,1965,0,35000,17,62,3806,526,0.0005245,4
DOM,42,1966,0,32400,19,77,3926,576,0.0005316,4
DOM,42,1967,0,31200,19,86,4049,630,0.0005349,4
DOM,42,1968,0,32500,18,573,4173,690,0.0005481,4
DOM,42,1969,0,31000,17,762,4222,757,0.0005509,4
DOM,42,1970,0,31600,17,1133.519,4062,828,0.0005478,4
DOM,42,1971,0,31900,16,1242.029,4182,941,0.0005689,4
DOM,42,1972,0,34400,16,1358.037,4305,1055,0.0005829,4
DOM,42,1973,0,36600,16,2541.498,4432,1068,0.0005963,4
DOM,42,1974,0,47600,18,2859.807,4562,1281,0.0006488,4
DOM,42,1975,0,57200,18,3260.35,4697,1395,0.0006729,4
DOM,42,1976,0,67400,18,3496.541,4835,1508,0.0006921,4
DOM,42,1977,0,75800,19,3579.502,5303,1621,0.000728,4
DOM,42,1978,0,87100,19,3709.767,5431,1734,0.0007396,4
DOM,42,1979,0,158000,19,4015.184,5562,1848,0.0007707,4
DOM,42,1980,0,165000,24,3680.915,5697,1961,0.0008057,4
DOM,42,1981,0,118000,24,3798.19,5836,2074,0.0007999,4
DOM,42,1982,0,128000,25,3667.692,5978,2061,0.0007926,4
DOM,42,1983,0,129000,23,4203.784,6123,2048,0.000774,4
DOM,42,1984,0,156000,22,3974.568,6269,2035,0.0007413,4
DOM,42,1985,0,50990,22,4083.974,6416,2022,0.0007116,4
DOM,42,1986,0,68690,21,4339.275,6565,2009,0.0006977,4
DOM,42,1987,0,76600,21,4718.332,6716,2055,0.0007,4
DOM,42,1988,0,60000,20,4255.92,6867,2101,0.0006837,4
DOM,42,1989,0,60620,21,4289.686,7019,2146,0.0006954,4
DOM,42,1990,37,57210,21,3370.973,7170,2194,0.0006853,4
DOM,42,1991,39,34790,21,4217.667,7320,2240,0.0007149,4
DOM,42,1992,33,59000,22,4541.326,7471,2267,0.0007329,4
DOM,42,1993,35,108000,22,4911.688,7620,2329,0.000742,4
DOM,42,1994,37,115000,22,5177.829,7769,2510,0.0007536,4
DOM,42,1995,40,109000,22,5034.207,7915,2692,0.0007588,4
DOM,42,1996,42,116000,22,5259.739,8052,2873,0.0007667,4
DOM,42,1997,82,119000,22,5323.944,8097,3055,0.0007773,4
DOM,42,1998,36,115000,25,5006.941,8232,3236,0.0008,4
DOM,42,1999,43,114000,30,4728.108,8364,3417,0.0008402,4
DOM,42,2000,39,169000,24,4666.088,8495,3599,0.0008058,4
DOM,42,2001,36,156000,24,5295.974,8688,3780,0.0008286,4
DOM,42,2002,-9,229000,24,5607.408,8823,3344,0.0009486,4
DOM,42,2003,-9,156000,24,7037.44,8958,3437,0.0009117,4
DOM,42,2004,-9,153000,24,7046.179,9093,3532,0.0009367,4
DOM,42,2005,-9,273000,24,6694.69,9226,3618,0.0009587,4
DOM,42,2006,-9,256000,25,7012.509,9360,3706,0.0009627,4
DOM,42,2007,-9,271000,25,6895.24,9493,3797,0.0009689,4
JAM,51,1962,0,980,2,75,1660,123,0.0001507,4
JAM,51,1963,0,4201,1,80,1696,120,0.0001429,4
JAM,51,1964,0,4481,1,88,1739,118,0.0001414,4
JAM,51,1965,0,4761,1,98,1760,115,0.0001395,4
JAM,51,1966,0,5013,1,107,1783,112,0.0001359,4
JAM,51,1967,0,5321,1,120,1804,110,0.0001334,4
JAM,51,1968,0,5741,1,2139,1824,107,0.0001851,4
JAM,51,1969,0,5321,1,2683,1844,104,0.0001927,4
JAM,51,1970,0,6441,1,2705.617,1810,104,0.0001717,4
JAM,51,1971,0,7788,4,3023.273,1890,104,0.000199,4
JAM,51,1972,0,8863,4,3035.983,1930,104,0.0001941,4
JAM,51,1973,0,14520,4,3288.126,1960,104,0.0001961,4
JAM,51,1974,0,16939,4,2970.978,1990,104,0.0001883,4
JAM,51,1975,0,21999,1,2705.297,2030,104,0.0001654,4
JAM,51,1976,0,29260,1,2596.485,2050,104,0.0001621,4
JAM,51,1977,0,31020,1,2001.209,2074,104,0.0001503,4
JAM,51,1978,0,27419,2,2053.098,2100,104,0.0001529,4
JAM,51,1979,0,25014,1,2265.26,2120,104,0.0001454,4
JAM,51,1980,0,23448,2,1816.514,2140,104,0.0001431,4
JAM,51,1981,0,36112,2,1528.265,2180,104,0.0001411,4
JAM,51,1982,0,35997,2,1732.727,2190,104,0.0001416,4
JAM,51,1983,0,39014,3,2031.042,2241,131,0.0001559,4
JAM,51,1984,0,26332,2,1371.002,2280,158,0.0001361,4
JAM,51,1985,0,25557,2,1699.906,2311,185,0.0001423,4
JAM,51,1986,0,20620,3,1815.679,2340,187,0.0001463,4
JAM,51,1987,0,25060,3,1441.121,2350,188,0.0001411,4
JAM,51,1988,0,34000,3,1637.732,2360,189,0.0001419,4
JAM,51,1989,0,27680,3,1846.176,2390,191,0.0001433,4
JAM,51,1990,0,32520,3,2368.199,2415,194,0.0001458,4
JAM,51,1991,0,24600,3,2176.779,2366,189,0.0001421,4
JAM,51,1992,0,19360,3,2403.976,2424,198,0.0001448,4
JAM,51,1993,0,27000,3,1908.16,2446,272,0.00015,4
JAM,51,1994,0,28000,3,2155.117,2473,347,0.0001585,4
JAM,51,1995,0,28000,3,2533.166,2500,421,0.0001671,4
JAM,51,1996,0,28000,3,2731.6,2515,495,0.0001727,4
JAM,51,1997,0,42000,3,2878.204,2554,570,0.0001814,4
JAM,51,1998,0,45000,3,2878.541,2538,644,0.0001863,4
JAM,51,1999,0,51000,3,1886.861,2560,718,0.0001836,4
JAM,51,2000,0,42000,3,2989.33,2583,793,0.0001925,4
JAM,51,2001,0,40000,3,2961.277,2604,867,0.0001975,4
JAM,51,2002,0,56000,3,3395.669,2615,874,0.0002005,4
JAM,51,2003,0,52000,3,3028.165,2626,882,0.0001876,4
JAM,51,2004,0,53000,2,2863.631,2638,889,0.0001808,4
JAM,51,2005,0,56000,2,2465.37,2650,893,0.000177,4
JAM,51,2006,0,57000,3,3247.207,2663,897,0.0001872,4
JAM,51,2007,0,108000,3,3071.66,2676,901,0.0001915,4
TRI,52,1962,0,0,1,22465,900,0,0.000916,4
TRI,52,1963,0,1930,1,23364,924,0,0.0008992,4
TRI,52,1964,0,2865,1,26246,951,0,0.0009597,4
TRI,52,1965,0,2515,1,27924,974,0,0.0009596,4
TRI,52,1966,0,2515,1,29432,995,0,0.00096,4
TRI,52,1967,0,2632,1,28644,1010,0,0.0008935,4
TRI,52,1968,0,2350,1,31266,1021,0,0.0009081,4
TRI,52,1969,0,2850,1,31250,1028,0,0.0008584,4
TRI,52,1970,0,3350,1,35777.75,971,0,0.0007437,4
TRI,52,1971,0,3949,1,33220.52,978,0,0.0006659,4
TRI,52,1972,0,4164,1,32628.2,988,0,0.0006276,4
TRI,52,1973,0,3726,1,32412.55,997,0,0.0005859,4
TRI,52,1974,0,4627,1,30877.74,1004,0,0.0005576,4
TRI,52,1975,0,5991,1,21933.1,1012,0,0.0004096,4
TRI,52,1976,0,6564,1,29832.43,1023,0,0.0005119,4
TRI,52,1977,0,8042,1,26586.01,1035,0,0.0004471,4
TRI,52,1978,0,14900,1,23833.91,1049,0,0.0003965,4
TRI,52,1979,0,21903,1,23650.54,1064,0,0.0003831,4
TRI,52,1980,0,29103,1,25301.95,1082,0,0.0004066,4
TRI,52,1981,0,43009,2,20741.64,1094,0,0.0003556,4
TRI,52,1982,0,68790,2,22397.28,1116,0,0.0003829,4
TRI,52,1983,0,81022,2,16929.82,1139,0,0.0003037,4
TRI,52,1984,0,75020,2,16816.09,1170,0,0.0002426,4
TRI,52,1985,0,73470,2,19311.62,1178,0,0.0002629,4
TRI,52,1986,0,193750,2,17372.52,1195,0,0.0002601,4
TRI,52,1987,0,-9,2,17795.38,1193,0,0.0002642,4
TRI,52,1988,0,-9,2,16067.3,1208,0,0.0002358,4
TRI,52,1989,0,59000,2,15972.36,1206,0,0.0002047,4
TRI,52,1990,371,-9,2,16517.45,1215,0,0.0003234,4
TRI,52,1991,440,29000,2,18501.18,1225,0,0.0003156,4
TRI,52,1992,553,74000,2,18792.99,1240,0,0.0003518,4
TRI,52,1993,519,-9,2,16859.47,1247,0,0.0003692,4
TRI,52,1994,631,77000,2,18521.52,1250,0,0.0003616,4
TRI,52,1995,738,72000,2,19873.05,1260,0,0.000386,4
TRI,52,1996,695,67000,2,21448.95,1264,0,0.0003815,4
TRI,52,1997,736,40000,2,19922.86,1307,0,0.0003621,4
TRI,52,1998,777,44000,2,22931.53,1283,0,0.0003976,4
TRI,52,1999,729,40000,2,25305.92,1289,0,0.000398,4
TRI,52,2000,741,62000,3,27142.44,1295,0,0.000407,4
TRI,52,2001,668,67000,3,27907.93,1267,0,0.0003944,4
TRI,52,2002,817,28000,3,28545.28,1276,0,0.000406,4
TRI,52,2003,903,55000,3,29578.07,1282,0,0.0004118,4
TRI,52,2004,815,70000,2,30867.47,1291,0,0.0003745,4
TRI,52,2005,712,92000,2,31967.17,1294,0,0.0003574,4
TRI,52,2006,673,52000,3,36636.51,1298,0,0.000367,4
TRI,52,2007,682,55000,3,36046.46,1303,0,0.0003535,4
BAR,53,1966,0,0,0,122,247,0,0.000016,4
BAR,53,1967,0,0,0,181,249,0,0.0000174,4
BAR,53,1968,0,0,0,327,252,0,0.0000209,4
BAR,53,1969,0,0,0,294,253,0,0.0000194,4
BAR,53,1970,0,0,0,332.7316,239,0,0.0000173,4
BAR,53,1971,0,600,0,336.6519,240,0,0.0000176,4
BAR,53,1972,0,800,0,328.1848,242,0,0.0000169,4
BAR,53,1973,0,1000,0,358.1318,243,0,0.0000169,4
BAR,53,1974,0,1000,0,328.7426,244,0,0.0000162,4
BAR,53,1975,0,1000,0,334.002,246,0,0.0000161,4
BAR,53,1976,0,800,0,339.0194,246,0,0.0000155,4
BAR,53,1977,0,1000,0,391.7292,247,0,0.000016,4
BAR,53,1978,0,1000,0,388.7647,248,0,0.0000156,4
BAR,53,1979,0,3000,2,418.9255,248,0,0.0000287,4
BAR,53,1980,0,10000,1,454.389,249,0,0.0000246,4
BAR,53,1981,0,11000,1,416.8445,250,0,0.0000239,4
BAR,53,1982,0,8000,1,413.7188,250,0,0.0000228,4
BAR,53,1983,0,9000,1,405.8711,251,0,0.0000226,4
BAR,53,1984,0,11000,1,438.1943,252,0,0.0000216,4
BAR,53,1985,0,10000,1,480.4296,253,0,0.0000216,4
BAR,53,1986,0,9000,1,533.9664,253,0,0.0000214,4
BAR,53,1987,0,8000,1,515.2021,254,0,0.0000207,4
BAR,53,1988,0,11000,0,531.2382,254,0,0.0000151,4
BAR,53,1989,0,10000,0,532.3999,255,0,0.0000151,4
BAR,53,1990,0,21300,0,566.186,257,0,0.0000172,4
BAR,53,1991,0,-9,0,555.285,258,0,0.0000154,4
BAR,53,1992,0,-9,0,432.5954,263,0,0.000014,4
BAR,53,1993,0,12000,0,525.0858,264,0,0.000015,4
BAR,53,1994,0,13000,0,429.7066,264,0,0.000014,4
BAR,53,1995,0,14000,0,479.1643,264,0,0.0000143,4
BAR,53,1996,0,14000,0,473.8669,264,0,0.000014,4
BAR,53,1997,0,12000,0,489.5345,262,0,0.0000136,4
BAR,53,1998,0,13000,0,181.2961,268,0,0.0000116,4
BAR,53,1999,0,12000,0,206.8493,269,0,0.0000115,4
BAR,53,2000,0,13000,1,199.5497,270,0,0.0000191,4
BAR,53,2001,0,13000,1,190.5505,270,0,0.0000194,4
BAR,53,2002,0,13000,1,185.3726,271,0,0.0000191,4
BAR,53,2003,0,24000,1,174.874,272,0,0.0000205,4
BAR,53,2004,0,24000,1,191.8593,272,0,0.0000202,4
BAR,53,2005,0,26000,1,199.178,273,0,0.0000206,4
BAR,53,2006,0,27000,1,203.0153,273,0,0.0000204,4
BAR,53,2007,0,28000,1,208.5152,274,0,0.0000202,4
DMA,54,1978,0,218,0,3.930721,81,0,3.29E-06,4
DMA,54,1979,0,240,0,2.456701,77,0,3.06E-06,4
DMA,54,1980,0,-9,0,2.456701,74,0,3.40E-06,4
DMA,54,1981,0,-9,0,2.702371,74,0,3.34E-06,4
DMA,54,1982,0,-9,0,2.456701,76,0,3.37E-06,4
DMA,54,1983,0,-9,0,4.053556,76,0,3.34E-06,4
DMA,54,1984,0,-9,0,4.544896,75,0,3.22E-06,4
DMA,54,1985,0,-9,0,4.422061,75,0,3.16E-06,4
DMA,54,1986,0,0,0,4.422061,74,0,2.55E-06,4
DMA,54,1987,0,0,0,5.036236,73,0,2.48E-06,4
DMA,54,1988,0,0,0,5.527576,73,0,2.44E-06,4
DMA,54,1989,0,0,0,5.650411,72,0,2.37E-06,4
DMA,54,1990,0,0,0,5.650411,72,0,2.30E-06,4
DMA,54,1991,0,0,0,5.773246,71,0,2.27E-06,4
DMA,54,1992,0,0,0,5.773246,72,0,2.26E-06,4
DMA,54,1993,0,0,0,5.773246,73,0,2.26E-06,4
DMA,54,1994,0,0,0,6.264586,74,0,2.26E-06,4
DMA,54,1995,0,0,0,10.53137,71,0,2.17E-06,4
DMA,54,1996,0,0,0,11.88255,74,0,2.23E-06,4
DMA,54,1997,0,0,0,12.2835,71,0,2.12E-06,4
DMA,54,1998,0,0,0,12.65201,71,0,2.10E-06,4
DMA,54,1999,0,0,0,13.02051,71,0,2.07E-06,4
DMA,54,2000,0,0,0,13.38902,71,0,2.05E-06,4
DMA,54,2001,0,0,0,13.26618,71,0,2.03E-06,4
DMA,54,2002,0,0,0,14.55121,70,0,1.99E-06,4
DMA,54,2003,0,0,0,13.56853,70,0,1.95E-06,4
DMA,54,2004,0,0,0,14.1827,70,0,1.93E-06,4
DMA,54,2005,0,0,0,14.05987,71,0,1.93E-06,4
DMA,54,2006,0,0,0,14.42837,71,0,1.91E-06,4
DMA,54,2007,0,0,0,14.43024,71,0,1.88E-06,4
GRN,55,1974,0,1408,0,2.088196,104,0,5.12E-06,4
GRN,55,1975,0,1700,0,2.21103,105,0,5.11E-06,4
GRN,55,1976,0,1829,0,2.333866,107,0,5.11E-06,4
GRN,55,1977,0,2262,0,2.702371,108,0,5.17E-06,4
GRN,55,1978,0,-9,0,2.948041,109,0,5.16E-06,4
GRN,55,1979,0,-9,0,3.070876,109,0,5.07E-06,4
GRN,55,1980,0,-9,1,5.876121,109,0,0.0000125,4
GRN,55,1981,0,-9,1,5.876121,88,0,0.0000113,4
GRN,55,1982,0,6730,1,5.876121,89,0,0.0000109,4
GRN,55,1983,0,2300,1,5.876121,91,0,9.97E-06,4
GRN,55,1984,0,-9,0,5.876121,94,0,4.03E-06,4
GRN,55,1985,0,-9,0,6.490296,91,0,3.84E-06,4
GRN,55,1986,0,-9,0,6.981636,97,0,4.03E-06,4
GRN,55,1987,0,-9,0,7.718646,97,0,3.97E-06,4
GRN,55,1988,0,-9,0,8.021128,90,0,3.62E-06,4
GRN,55,1989,0,-9,0,8.635303,91,0,3.62E-06,4
GRN,55,1990,0,-9,0,9.249477,91,0,3.51E-06,4
GRN,55,1991,0,-9,0,9.863653,91,0,3.52E-06,4
GRN,55,1992,0,-9,0,10.23216,91,0,3.46E-06,4
GRN,55,1993,0,-9,0,10.47783,92,0,3.45E-06,4
GRN,55,1994,0,0,0,12.63205,92,0,2.85E-06,4
GRN,55,1995,0,0,0,13.61473,92,0,2.81E-06,4
GRN,55,1996,0,0,0,14.47457,92,0,2.78E-06,4
