"","year","ccode","fatlev1","hostlev1","legselec","esolow","bhkavg","exchprem","sh_staa","sh_med_b","sh_med_p","sh_h2o_s","immig","emig"
"5987",1775,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5988",1776,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5989",1777,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5990",1778,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5991",1779,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5992",1780,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5993",1781,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5994",1782,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5995",1783,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5996",1784,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5997",1785,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5998",1786,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5999",1787,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6000",1788,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6001",1789,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6002",1790,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6003",1791,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6004",1792,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6005",1793,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6006",1794,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6007",1795,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6008",1796,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6009",1797,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6010",1798,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6011",1799,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6012",1800,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6013",1801,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6014",1802,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6015",1803,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6016",1804,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6017",1805,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6018",1806,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6019",1807,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6020",1808,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6021",1809,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6022",1810,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6023",1811,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6024",1812,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6025",1813,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6026",1814,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6027",1815,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6028",1816,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6029",1817,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6030",1818,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6031",1819,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6032",1820,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6033",1821,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6034",1822,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6035",1823,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6036",1824,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6037",1825,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6038",1826,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6039",1827,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6040",1828,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6041",1829,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6042",1830,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6043",1831,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6044",1832,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6045",1833,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6046",1834,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6047",1835,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6048",1836,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6049",1837,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6050",1838,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6051",1839,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6052",1840,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6053",1841,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6054",1842,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6055",1843,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6056",1844,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6057",1845,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6058",1846,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6059",1847,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6060",1848,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6061",1849,269,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6062",1850,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6063",1851,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6064",1852,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6065",1853,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6066",1854,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6067",1855,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6068",1856,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6069",1857,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6070",1858,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6071",1859,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6072",1860,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6073",1861,269,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6074",1862,269,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6075",1863,269,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6076",1864,269,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6077",1865,269,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6078",1866,269,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6079",1867,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6080",1868,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6081",1869,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6082",1870,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6083",1871,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6084",1872,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6085",1873,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6086",1816,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6087",1817,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6088",1818,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6089",1819,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6090",1820,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6091",1821,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6092",1822,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6093",1823,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6094",1824,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6095",1825,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6096",1826,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6097",1827,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6098",1828,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6099",1829,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6100",1830,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6101",1831,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6102",1832,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6103",1833,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6104",1834,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6105",1835,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6106",1836,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6107",1837,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6108",1838,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6109",1839,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6110",1840,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6111",1841,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6112",1842,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6113",1843,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6114",1844,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6115",1845,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6116",1846,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6117",1847,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6118",1848,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6119",1849,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6120",1850,271,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6121",1851,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6122",1852,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6123",1853,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6124",1854,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6125",1855,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6126",1856,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6127",1857,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6128",1858,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6129",1859,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6130",1860,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6131",1861,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6132",1862,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6133",1863,271,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6134",1864,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6135",1865,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6136",1866,271,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6137",1867,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6138",1868,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6139",1869,271,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6140",1870,271,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6141",1871,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6142",1872,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6143",1873,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6144",1874,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6145",1875,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6146",1876,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6147",1877,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6148",1878,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6149",1879,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6150",1880,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6151",1881,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6152",1882,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6153",1883,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6154",1884,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6155",1885,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6156",1886,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6157",1887,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6158",1888,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6159",1889,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6160",1890,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6161",1891,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6162",1892,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6163",1893,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6164",1894,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6165",1895,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6166",1896,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6167",1897,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6168",1898,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6169",1899,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6170",1900,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6171",1901,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6172",1902,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6173",1903,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6174",1904,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6175",1905,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6176",1906,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6177",1907,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6178",1908,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6179",1909,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6180",1910,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6181",1911,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6182",1912,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6183",1913,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6184",1914,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6185",1915,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6186",1916,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6187",1917,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6188",1918,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6189",1785,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6190",1786,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6191",1787,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6192",1788,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6193",1789,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6194",1790,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6195",1791,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6196",1792,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6197",1793,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6198",1794,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6199",1795,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6200",1796,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6201",1797,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6202",1798,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6203",1799,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6204",1800,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6205",1801,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6206",1802,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6207",1803,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6208",1804,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6209",1805,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6210",1806,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6211",1807,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6212",1808,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6213",1809,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6214",1810,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6215",1811,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6216",1812,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6217",1813,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6218",1814,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6219",1815,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6220",1816,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6221",1817,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6222",1818,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6223",1819,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6224",1820,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6225",1821,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6226",1822,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6227",1823,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6228",1824,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6229",1825,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6230",1826,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6231",1827,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6232",1828,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6233",1829,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6234",1830,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6235",1831,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6236",1832,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6237",1833,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6238",1834,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6239",1835,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6240",1836,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6241",1837,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6242",1838,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6243",1839,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6244",1840,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6245",1841,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6246",1842,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6247",1843,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6248",1844,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6249",1845,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6250",1846,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6251",1847,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6252",1848,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6253",1849,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6254",1850,273,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6255",1851,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6256",1852,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6257",1853,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6258",1854,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6259",1855,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6260",1856,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6261",1857,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6262",1858,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6263",1859,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6264",1860,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6265",1861,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6266",1862,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6267",1863,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6268",1864,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6269",1865,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6270",1866,273,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6271",1806,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6272",1807,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6273",1808,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6274",1809,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6275",1810,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6276",1811,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6277",1812,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6278",1813,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6279",1814,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6280",1815,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6281",1816,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6282",1817,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6283",1818,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6284",1819,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6285",1820,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6286",1821,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6287",1822,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6288",1823,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6289",1824,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6290",1825,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6291",1826,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6292",1827,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6293",1828,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6294",1829,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6295",1830,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6296",1831,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6297",1832,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
